Condition,Generation,width(um),Lb(um),Ld(um),growth rate(1/min),Doubling time(min)
"Gel pad, LB",G2,0.982168314,3.026048556,5.205132141,0.009096383,59.85613773
"Gel pad, LB",G2,1.08543795,2.934395715,6.22888108,0.00745881,101.3712494
"Gel pad, LB",G2,0.916362224,5.106271968,7.831103233,0.010444165,41.1324521
"Gel pad, LB",G2,0.969959205,4.126922119,5.914544463,0.010269938,35.27856474
"Gel pad, LB",G2,1.037894941,2.984098781,4.67850148,0.007647821,59.23736967
"Gel pad, LB",G2,0.943449425,4.016078639,8.366495551,0.010548191,69.34290672
"Gel pad, LB",G2,0.988630924,4.496574664,7.519076537,0.009078177,56.87857877
"Gel pad, LB",G2,0.997663507,2.811610803,5.33524169,0.008115791,79.36868356
"Gel pad, LB",G2,0.977743163,3.127321756,5.340593929,0.006673772,80.66841595
"Gel pad, LB",G2,1.087542674,3.201866328,5.745008185,0.008596188,68.37048086
"Gel pad, LB",G2,1.085411798,4.06211078,6.865540301,0.010072305,52.34916918
"Gel pad, LB",G2,0.912526239,2.62724912,4.488594844,0.007967599,67.70118775
"Gel pad, LB",G2,0.864307262,2.793407443,5.021787345,0.007981856,73.09566649
"Gel pad, LB",G2,1.134139367,2.640056374,4.71430605,0.007859786,74.25093789
"Gel pad, LB",G2,0.99653703,2.557052842,5.558594755,0.008339519,93.57954146
PEI,G1,0.986140004,2.753919905,3.840284432,0.004214858,79.75569909
PEI,G1,1.00625984,3.657759829,4.652350407,0.001378316,176.4902787
PEI,G1,0.965902915,2.877244928,4.894375347,0.003220161,163.8998604
PEI,G1,1.012321199,2.53700273,3.964571539,0.003096372,142.9029082
PEI,G1,0.981773972,2.591316891,4.366230301,0.003450854,152.3102192
PEI,G1,0.977627788,2.487756708,4.479607048,0.003675788,161.1033466
PEI,G1,0.956568302,2.430981672,4.678792338,0.001823623,356.7841695
PEI,G1,0.923772432,2.597074815,3.81308869,0.00254764,152.2631724
PEI,G2,0.946211648,2.780437094,4.473978608,0.00339559,141.1457316
PEI,G2,0.95599321,2.747058975,4.216519544,0.003818869,113.15551
PEI,G2,0.950875811,2.340734242,3.566102157,0.00380274,109.5908271
PEI,G2,0.920247919,2.694250054,4.54840068,0.002537864,207.8024492
PEI,G2,1.055818729,2.449982016,3.80435381,0.001918867,230.0940944
PEI,G2,0.9784113,2.51441668,4.48871934,0.002326027,247.4422348
PEI,G1,1.02665895,2.373989657,4.063877647,0.004921749,109.6184934
PEI,G1,0.991907913,3.260785816,4.467796251,0.0020846,152.5465347
PEI,G2,1.020954662,2.680156234,4.653277125,0.002771618,200.4009081
PEI,G2,0.958955519,2.383366447,4.531418853,0.002719461,237.8139759
PEI,G1,1.03914445,2.27886538,3.587529762,0.001992893,229.9090063
PEI,G1,0.984412405,2.465893761,3.864421606,0.002333889,190.7590962
PEI,G1,0.939849144,2.651297363,3.973107479,0.002205235,185.1405403
PEI,G1,0.958139403,2.516650494,4.667698948,0.002795133,219.5858535
PEI,G1,0.856384472,3.260364704,4.533497178,0.004525098,72.17348837
PEI,G2,0.931284212,2.50929472,5.219475047,0.004024875,182.9593029
PEI,G2,0.926933113,2.861372674,4.888856977,0.002725966,197.7860437
PEI,G2,0.903886288,2.972817123,4.696818463,0.004420921,104.2191911
PEI,G2,0.928928955,2.545970904,4.83542847,0.002939989,219.5223336
PEI,G2,0.91358261,2.615285918,4.425482756,0.00254691,205.0286817
PEI,G1,0.887310263,2.932279398,4.735497475,0.003555918,135.7519539
PEI,G1,0.947147339,3.174814747,4.449651868,0.003316694,102.7322328
PEI,G2,0.943840105,2.847688541,4.700000393,0.00191676,263.2425784
PEI,G2,0.929109372,2.666153488,4.210868451,0.002753891,167.3232189
PEI,G1,1.002105217,2.444360462,4.215000721,0.001819206,299.0530976
PEI,G1,0.942338628,2.455043352,4.359932308,0.004267848,135.5234857
PEI,G1,0.958641306,2.856838753,5.202629448,0.002068718,291.4631006
PEI,G2,0.888668401,3.311104447,4.666262273,0.001445949,239.3592471
PEI,G2,0.94851547,3.119273108,4.684331313,0.001592258,257.3918326
PEI,G2,0.911990107,3.04454738,4.661649079,0.00496453,86.47485486
PEI,G2,0.927423782,2.619908975,5.030354981,0.002927469,224.1442271
PEI,G2,0.990930027,2.717619258,4.84634681,0.003849206,149.3284845
PEI,G1,0.962953766,2.531944277,4.670011309,0.004915435,125.346259
PEI,G1,0.958454406,2.773488515,4.693000455,0.005220355,101.4448762
PEI,G1,1.00798899,2.527475766,4.187458356,0.004371266,114.5947686
PEI,G1,0.910459559,3.637206306,4.555959209,0.002232228,102.1281757
PEI,G2,0.91929779,2.681921668,4.443638803,0.004115767,123.5919397
PEI,G2,0.93871908,2.354550097,4.381158923,0.005530419,111.5151497
PEI,G2,0.898048735,2.915178874,4.795134682,0.003790884,132.1873436
PEI,G1,0.942130193,2.3261102,4.52645455,0.00388281,172.5682994
PEI,G1,0.94711933,2.63259928,4.595000839,0.003833666,145.3240342
PEI,G1,0.910075828,2.661831852,4.485095922,0.003690207,142.4064486
PEI,G1,1.002527502,2.683080903,4.444500435,0.004891374,102.4214482
PEI,G1,0.968162057,3.010852499,4.502769512,0.0049627,80.43073224
PEI,G2,0.950193225,2.314388032,4.006276619,0.003560634,155.322646
PEI,G2,0.953902846,2.583134423,4.5582264,0.00311349,183.6552571
PEI,G2,0.945684377,2.638831427,4.367654637,0.003135964,161.8917904
PEI,G2,0.902939796,2.541433142,3.931187467,0.002646662,165.7258368
PEI,G2,0.967665435,2.475476065,4.248277522,0.001932896,281.5095551
PEI,G1,0.904566083,3.029293161,4.240733347,0.004544697,74.749421
PEI,G1,0.923160602,2.774578156,3.806242971,0.004529541,69.00173621
PEI,G2,0.917390292,2.912819581,4.586684715,0.002763296,165.5541044
PEI,G1,0.904944333,2.496125194,4.352593572,0.004611821,119.8614359
PEI,G1,0.931896262,2.352156546,4.662833151,0.003751231,183.5533997
PEI,G1,1.054117015,2.769640211,4.253707245,0.002318828,186.5988583
PEI,G1,0.973733889,2.293446174,3.468089415,0.003651304,112.1247975
PEI,G1,0.908990367,2.471797984,5.844680209,0.004095937,211.0969854
PEI,G2,0.956961779,2.755934025,4.526966135,0.00421628,118.5715289
PEI,G2,0.908282237,2.214821292,3.589837386,0.001359626,351.9348926
PEI,G2,1.077630962,2.343133642,4.278524148,0.002990977,202.74175
PEI,G2,0.876528152,3.540844385,4.604997944,0.002753138,96.47363358
PEI,G1,1.019834358,2.74209087,4.556717548,0.003347646,152.8045087
PEI,G1,0.956041454,2.713678658,3.944123676,0.003901632,96.78347475
PEI,G1,0.947106583,2.088380277,4.792111377,0.003636607,227.0812995
PEI,G1,0.980005497,2.959329817,4.604643521,0.003206575,138.9293223
PEI,G2,1.015777534,2.548582305,4.302165865,0.00347366,149.6016328
PEI,G2,0.938388985,2.834164599,4.320987884,0.002109648,201.5840504
PEI,G2,0.94737597,2.621519904,4.118213803,0.003471799,128.9987981
PEI,G1,1.026534589,2.034415081,4.735643582,0.004068225,206.4797341
PEI,G1,0.928579311,2.649561304,4.322050281,0.00414743,117.0770161
PEI,G1,0.962311864,3.400824518,4.30382089,0.002461614,96.85924573
PEI,G1,0.89848616,2.911412443,5.075270671,0.005346334,103.3067997
PEI,G2,1.013842136,2.877060369,3.798258319,0.0023346,120.472647
"Gel pad, MM9",G1,0.966007499,2.816739546,3.916678693,0.004547871,73.26956212
"Gel pad, MM9",G1,0.909853768,2.469660695,5.425460235,0.003059125,255.9493311
"Gel pad, MM9",G1,0.952484636,2.504934081,4.61339838,0.004700481,129.0757568
"Gel pad, MM9",G1,0.904880152,3.279904955,4.919238235,0.003083343,132.4512766
"Gel pad, MM9",G1,0.987311802,2.424115896,4.268173964,0.002397509,237.6854118
"Gel pad, MM9",G1,0.950696139,2.520436962,4.299745531,0.002510168,214.3677383
"Gel pad, MM9",G1,0.913391988,2.597829978,4.538959946,0.004112494,136.627139
"Gel pad, MM9",G1,0.894907185,2.523530547,4.487367438,0.004172112,138.917154
"Gel pad, MM9",G1,0.928704934,2.714395856,4.025060383,0.002358401,168.6148166
"Gel pad, MM9",G1,0.913711581,2.961874902,4.859865134,0.003037686,164.1282843
"Gel pad, MM9",G1,0.972263697,2.484708374,4.512004418,0.003559868,168.7194298
"Gel pad, MM9",G1,0.942597063,2.469862897,4.610283373,0.003982435,157.738589
"Gel pad, MM9",G1,0.964007731,2.64185693,4.43854212,0.001918786,268.4331767
"Gel pad, MM9",G1,0.954687578,2.381097241,5.639676331,0.003639454,238.0779539
"Gel pad, MM9",G1,0.949026574,2.355085266,3.966401351,0.005072413,103.6069854
"Gel pad, MM9",G1,0.910093485,2.310644741,4.225068501,0.005731964,104.5349295
"Gel pad, MM9",G1,1.053585824,3.615633564,6.332364389,0.003021677,184.5480389
"Gel pad, MM9",G1,0.98871585,2.701363071,5.069677593,0.002939795,212.8807265
"Gel pad, MM9",G1,0.954742744,2.279469891,3.830579218,0.003902824,131.8777791
"Gel pad, MM9",G1,0.929181223,2.625591259,4.357486922,0.00374747,136.1999755
"Gel pad, MM9",G1,0.950658574,2.581660543,3.722255511,0.002923441,126.4872591
"Gel pad, MM9",G2,0.899631942,2.351426624,3.596974386,0.00365082,117.5989623
"Gel pad, MM9",G2,0.92227548,2.133508181,3.134922936,0.002486069,156.6871823
"Gel pad, MM9",G2,0.929111227,2.118765381,3.222144554,0.003826418,108.3271423
"Gel pad, MM9",G2,0.849322895,2.765631576,4.21981713,0.002255761,185.7083046
"Gel pad, MM9",G2,0.887556094,2.383327356,4.743676549,0.003591006,190.5114732
"Gel pad, MM9",G2,0.878046288,2.453664427,4.497853796,0.002653601,226.8428751
"Gel pad, MM9",G2,0.911094167,2.307653289,4.840497916,0.002771453,268.858717
"Gel pad, MM9",G2,0.925958004,2.409722034,3.733265489,0.003693758,117.3955211
"Gel pad, MM9",G2,0.868857883,2.657385102,4.379813125,0.002495851,201.708259
"Gel pad, MM9",G2,0.828105561,2.385555228,5.498991599,0.004983537,168.4212551
"Gel pad, MM9",G2,0.929478087,2.802760759,4.208742746,0.00331786,123.6138142
"Gel pad, MM9",G2,0.908004279,2.396694059,4.237954643,0.003315344,173.1861377
"Gel pad, MM9",G2,0.853991564,2.958349776,4.686214707,0.003285539,141.0361017
"Gel pad, MM9",G2,0.927364205,2.062728776,3.347998078,0.003316571,147.4995033
"Gel pad, MM9",G2,0.932658218,2.236105192,4.190802279,0.00325581,194.3107062
"Gel pad, MM9",G2,0.894974988,2.614653096,4.497437212,0.002505514,218.0025086
"Gel pad, MM9",G2,0.870743005,3.037369584,4.536686699,0.002993367,135.1330362
"Gel pad, MM9",G2,0.847533306,2.445277158,4.482660671,0.004015686,151.9432154
"Gel pad, MM9",G2,0.830264506,2.203847744,4.310882886,0.005003509,133.1886722
"Gel pad, MM9",G2,0.817814833,2.300543774,4.279361422,0.004398046,142.1118693
"Gel pad, MM9",G2,0.892685079,2.321439791,4.297304258,0.005332485,114.6748418
"Gel pad, MM9",G2,0.958141121,2.623707267,4.416331956,0.002889213,181.5511448
